species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Phainopepla,2,53,0.6038,0.6829,0.5786,0.6090,0.8491
Golden-fronted Woodpecker,1,33,0.6061,0.5882,0.6061,0.5970,0.9091
Ross's Goose,1,23,0.6087,0.4667,0.6087,0.5283,0.8696
Lesser Goldfinch,2,95,0.6105,0.6417,0.5673,0.5878,0.8105
Snowy Egret,1,49,0.6122,0.6383,0.6122,0.6250,0.9388
Bay-breasted Warbler,2,62,0.6129,0.7094,0.6071,0.6535,0.7903
Gadwall,2,75,0.6133,0.4988,0.4803,0.4864,0.8000
Black Rosy-Finch,1,26,0.6154,0.7273,0.6154,0.6667,0.8077
Blue-gray Gnatcatcher,1,60,0.6167,0.7708,0.6167,0.6852,0.8833
Vesper Sparrow,1,60,0.6167,0.6491,0.6167,0.6325,0.9000
Abert's Towhee,1,29,0.6207,0.6207,0.6207,0.6207,0.7586
Ruby-throated Hummingbird,2,114,0.6228,0.5058,0.6222,0.5533,0.8772
Pine Warbler,1,48,0.6250,0.5556,0.6250,0.5882,0.8125
Yellow-rumped Warbler,4,214,0.6262,0.5675,0.6116,0.5863,0.9346
Canyon Towhee,1,46,0.6304,0.6905,0.6304,0.6591,0.8261
Anna's Hummingbird,2,106,0.6321,0.5714,0.6293,0.5990,0.9434
Great Blue Heron,1,60,0.6333,0.6786,0.6333,0.6552,0.8167
Black Scoter,2,41,0.6341,0.6695,0.6519,0.6558,0.8049
California Towhee,1,44,0.6364,0.6087,0.6364,0.6222,0.9545
Northern Gannet,2,80,0.6375,0.4806,0.5417,0.5083,0.8375
Sandhill Crane,1,25,0.6400,0.7619,0.6400,0.6957,0.8000
Common Loon,2,120,0.6417,0.6740,0.6417,0.6361,0.8333
Blue-winged Teal,2,59,0.6441,0.6071,0.4699,0.4905,0.8475
Pigeon Guillemot,2,59,0.6441,0.6000,0.5924,0.5948,0.8814
Canada Goose,1,31,0.6452,0.6250,0.6452,0.6349,0.8065
Lesser Yellowlegs,1,60,0.6500,0.5200,0.6500,0.5778,0.9333
Cinnamon Teal,2,75,0.6533,0.6852,0.4773,0.5145,0.8533
Pelagic Cormorant,1,26,0.6538,0.4474,0.6538,0.5312,0.9231
Mottled Duck,1,29,0.6552,0.7037,0.6552,0.6786,0.8966
Yellow-throated Vireo,1,38,0.6579,0.7576,0.6579,0.7042,0.8684
Lesser Scaup,2,79,0.6582,0.4951,0.6640,0.5657,0.9241
Loggerhead Shrike,1,60,0.6667,0.6250,0.6667,0.6452,0.9000
Red-necked Grebe,2,60,0.6667,0.6570,0.6696,0.6632,0.8500
Nashville Warbler,1,60,0.6667,0.5000,0.6667,0.5714,0.8333
