species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Blue Grosbeak,2,100,0.7300,0.8136,0.7147,0.7589,0.9700
Red-necked Grebe,2,60,0.7333,0.8307,0.7353,0.7785,0.9500
Yellow-rumped Warbler,4,214,0.7336,0.6976,0.7207,0.7066,0.9860
Lesser Scaup,2,79,0.7342,0.5400,0.7438,0.6255,0.9494
Ruby-throated Hummingbird,2,114,0.7368,0.6272,0.7398,0.6761,0.9737
Gray Jay,1,54,0.7407,0.9524,0.7407,0.8333,0.9259
Eastern Phoebe,1,60,0.7500,0.7377,0.7500,0.7438,0.9500
Glossy Ibis,1,44,0.7500,0.8462,0.7500,0.7952,0.9773
Hermit Thrush,1,60,0.7500,0.7500,0.7500,0.7500,0.9167
Pine Warbler,1,48,0.7500,0.7500,0.7500,0.7500,0.8333
Blue-gray Gnatcatcher,1,60,0.7500,0.7895,0.7500,0.7692,0.9500
Orchard Oriole,3,93,0.7527,0.6994,0.7005,0.6966,0.9140
Harris's Sparrow,2,61,0.7541,0.8106,0.7565,0.7826,0.9836
Rufous-crowned Sparrow,1,41,0.7561,0.7750,0.7561,0.7654,0.9512
Violet-green Swallow,1,37,0.7568,0.9032,0.7568,0.8235,0.8108
Cassin's Finch,2,62,0.7581,0.8611,0.7105,0.7730,0.9516
Winter Wren,1,54,0.7593,0.6508,0.7593,0.7009,0.9815
Broad-billed Hummingbird,2,71,0.7606,0.7976,0.6512,0.6934,0.9296
Black-legged Kittiwake,2,42,0.7619,0.6992,0.7597,0.7245,0.9286
White-faced Ibis,1,34,0.7647,0.7429,0.7647,0.7536,0.9706
Yellow Warbler,1,60,0.7667,0.8519,0.7667,0.8070,0.9167
Common Loon,2,120,0.7667,0.7792,0.7667,0.7571,0.9000
Western Tanager,2,86,0.7674,0.7943,0.7141,0.7444,0.9302
Harlequin Duck,2,65,0.7692,0.9886,0.6591,0.7356,0.9077
White-tailed Kite,1,13,0.7692,0.6667,0.7692,0.7143,0.9231
Cinnamon Teal,2,75,0.7733,0.7005,0.6068,0.6388,0.9467
Phainopepla,2,53,0.7736,0.8532,0.7611,0.8006,0.9245
Canada Goose,1,31,0.7742,0.8276,0.7742,0.8000,0.8710
Bonaparte's Gull,1,58,0.7759,0.8333,0.7759,0.8036,0.9483
House Wren,1,54,0.7778,0.6885,0.7778,0.7304,0.9444
Crested Caracara,1,54,0.7778,0.9130,0.7778,0.8400,0.9259
Blue-winged Teal,2,59,0.7797,0.7949,0.6877,0.7358,0.9492
Western Bluebird,1,59,0.7797,0.8846,0.7797,0.8288,0.9661
Northern Flicker,2,118,0.7797,0.8375,0.7797,0.7964,0.9661
Black-throated Gray Warbler,1,41,0.7805,0.8889,0.7805,0.8312,0.9024
Verdin,1,32,0.7812,0.8065,0.7812,0.7937,0.9062
Bronzed Cowbird,1,32,0.7812,0.7353,0.7812,0.7576,0.9688
Chipping Sparrow,2,106,0.7830,0.7712,0.7703,0.7705,0.9623
Swamp Sparrow,1,60,0.7833,0.7966,0.7833,0.7899,0.9667
Red-breasted Sapsucker,1,42,0.7857,0.8462,0.7857,0.8148,0.9762
Surf Scoter,2,61,0.7869,0.7197,0.7511,0.7309,0.9672
Purple Martin,2,71,0.7887,0.7368,0.7889,0.7619,0.8873
Pygmy Nuthatch,1,38,0.7895,0.7143,0.7895,0.7500,0.9737
Scaled Quail,1,19,0.7895,0.9375,0.7895,0.8571,1.0000
Harris's Hawk,1,43,0.7907,0.8718,0.7907,0.8293,0.9535
Carolina Chickadee,1,58,0.7931,0.5227,0.7931,0.6301,0.9655
Little Blue Heron,2,97,0.7938,0.8035,0.7815,0.7922,0.9381
Great Black-backed Gull,2,73,0.7945,0.7142,0.7965,0.7524,0.9726
Snowy Egret,1,49,0.7959,0.8864,0.7959,0.8387,1.0000
Savannah Sparrow,1,60,0.8000,0.7500,0.8000,0.7742,0.9833
Lincoln's Sparrow,1,60,0.8000,0.7869,0.8000,0.7934,0.9667
Clay-colored Sparrow,1,60,0.8000,0.7273,0.8000,0.7619,0.9500
Song Sparrow,1,60,0.8000,0.6667,0.8000,0.7273,0.9500
Ladder-backed Woodpecker,1,50,0.8000,0.7407,0.8000,0.7692,0.9800
Northern Shrike,1,60,0.8000,0.7273,0.8000,0.7619,0.9833
Northern Saw-whet Owl,1,45,0.8000,1.0000,0.8000,0.8889,0.9778
Northern Parula,1,60,0.8000,0.8571,0.8000,0.8276,0.9833
Summer Tanager,3,100,0.8000,0.8051,0.7771,0.7895,0.9600
Eared Grebe,2,80,0.8000,0.9107,0.7970,0.8501,0.9375
Northern Pintail,2,66,0.8030,0.8303,0.7827,0.7998,0.9091
Canyon Towhee,1,46,0.8043,0.7872,0.8043,0.7957,0.9783
Wood Thrush,1,46,0.8043,0.9737,0.8043,0.8810,0.9348
Bullock's Oriole,2,87,0.8046,0.8545,0.7843,0.8131,0.9310
Bridled Titmouse,1,31,0.8065,0.9259,0.8065,0.8621,1.0000
Fox Sparrow,3,119,0.8067,0.8163,0.6779,0.6981,0.9832
White-winged Crossbill,2,52,0.8077,0.7812,0.8063,0.7914,0.9231
Blue-headed Vireo,1,52,0.8077,0.6176,0.8077,0.7000,0.9808
Black Rosy-Finch,1,26,0.8077,0.9545,0.8077,0.8750,0.9231
Pelagic Cormorant,1,26,0.8077,0.6562,0.8077,0.7241,1.0000
Orange-crowned Warbler,1,58,0.8103,0.7344,0.8103,0.7705,0.9655
Swainson's Thrush,1,58,0.8103,0.7581,0.8103,0.7833,0.9655
Hermit Warbler,1,37,0.8108,0.8108,0.8108,0.8108,1.0000
Baltimore Oriole,2,107,0.8131,0.8583,0.7994,0.8258,1.0000
Red-throated Loon,2,59,0.8136,0.6656,0.7278,0.6911,0.9322
Nashville Warbler,1,60,0.8167,0.6282,0.8167,0.7101,0.9833
Ruby-crowned Kinglet,1,60,0.8167,0.8305,0.8167,0.8235,0.9667
Redhead,2,44,0.8182,0.6727,0.7974,0.7287,0.9318
House Sparrow,2,116,0.8190,0.8003,0.8182,0.8088,0.9138
Northern Pygmy-Owl,1,50,0.8200,0.9318,0.8200,0.8723,0.9400
Common Nighthawk,1,39,0.8205,0.8649,0.8205,0.8421,0.9744
Ruddy Duck,3,106,0.8208,0.8112,0.8167,0.8131,0.9623
Bald Eagle,2,103,0.8252,0.7538,0.8039,0.7778,0.9612
Blackpoll Warbler,2,103,0.8252,0.7498,0.8335,0.7894,0.9612
Clark's Nutcracker,1,46,0.8261,0.9500,0.8261,0.8837,0.9348
Western Kingbird,1,52,0.8269,0.7818,0.8269,0.8037,0.9615
Wilson's Phalarope,2,81,0.8272,0.8492,0.8258,0.8343,0.9877
Abert's Towhee,1,29,0.8276,0.8276,0.8276,0.8276,0.9655
Loggerhead Shrike,1,60,0.8333,0.8065,0.8333,0.8197,0.9667
Townsend's Warbler,1,60,0.8333,0.7692,0.8333,0.8000,0.9500
