species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Bank Swallow,1,27,0.0000,0.0000,0.0000,0.0000,0.1481
Chihuahuan Raven,1,27,0.0370,0.1667,0.0370,0.0606,0.7037
Black Tern,1,35,0.0857,0.1579,0.0857,0.1111,0.3143
Boreal Chickadee,1,42,0.0952,1.0000,0.0952,0.1739,0.6190
Fish Crow,1,30,0.1000,0.1364,0.1000,0.1154,0.6667
California Gull,2,66,0.1061,0.1793,0.1088,0.1316,0.6667
Cave Swallow,1,34,0.1176,0.2667,0.1176,0.1633,0.3824
Mississippi Kite,1,50,0.1200,0.2857,0.1200,0.1690,0.4200
Barrow's Goldeneye,2,60,0.1333,0.5000,0.1143,0.1860,0.6333
Cassin's Vireo,1,36,0.1389,0.1250,0.1389,0.1316,0.6944
White-tailed Kite,1,13,0.1538,0.1053,0.1538,0.1250,0.4615
Northwestern Crow,1,19,0.1579,0.2500,0.1579,0.1935,0.8421
Black-capped Chickadee,1,60,0.1833,0.3548,0.1833,0.2418,0.8000
Black Guillemot,2,32,0.1875,0.1955,0.2167,0.2051,0.7500
Swainson's Hawk,3,93,0.1935,0.2306,0.1748,0.1960,0.6022
Great Cormorant,2,64,0.2031,0.1970,0.1625,0.1781,0.7031
Greater Scaup,2,73,0.2055,0.4758,0.1795,0.2204,0.6575
Neotropic Cormorant,1,38,0.2105,0.2963,0.2105,0.2462,0.4737
Cackling Goose,1,14,0.2143,0.3000,0.2143,0.2500,0.7857
Great-tailed Grackle,1,60,0.2167,0.2653,0.2167,0.2385,0.6833
Broad-winged Hawk,2,55,0.2182,0.2440,0.2129,0.2261,0.5636
Cordilleran Flycatcher,1,31,0.2258,0.2000,0.2258,0.2121,0.7419
American Crow,1,57,0.2281,0.1512,0.2281,0.1818,0.5965
Rusty Blackbird,1,48,0.2292,0.5000,0.2292,0.3143,0.5625
Juniper Titmouse,1,25,0.2400,0.2857,0.2400,0.2609,0.6000
Black-crested Titmouse,1,33,0.2424,0.3200,0.2424,0.2759,0.6667
Vaux's Swift,1,28,0.2500,0.2414,0.2500,0.2456,0.9286
Tundra Swan,1,28,0.2500,0.2917,0.2500,0.2692,0.6786
Pacific Loon,2,47,0.2553,0.5435,0.2870,0.3733,0.7021
Northern Harrier,2,120,0.2667,0.2889,0.2667,0.2632,0.5417
Trumpeter Swan,1,37,0.2703,0.2703,0.2703,0.2703,0.7568
Lark Bunting,2,51,0.2745,0.4615,0.2508,0.3097,0.7843
Pacific Wren,1,21,0.2857,0.5000,0.2857,0.3636,0.5238
Boat-tailed Grackle,1,60,0.3000,0.3103,0.3000,0.3051,0.6833
MacGillivray's Warbler,1,46,0.3043,0.7368,0.3043,0.4308,0.8043
Bell's Vireo,1,29,0.3103,0.3913,0.3103,0.3462,0.5862
Black Vulture,1,48,0.3125,0.2885,0.3125,0.3000,0.7083
Rough-legged Hawk,2,64,0.3125,0.2785,0.2833,0.2809,0.6406
Plumbeous Vireo,1,41,0.3171,0.4483,0.3171,0.3714,0.6829
Monk Parakeet,1,28,0.3214,0.3000,0.3214,0.3103,0.6429
Western Gull,2,59,0.3220,0.2568,0.2879,0.2714,0.7627
Eastern Meadowlark,1,40,0.3250,0.4815,0.3250,0.3881,0.8500
Mourning Warbler,1,52,0.3269,0.6296,0.3269,0.4304,0.5962
Common Raven,1,57,0.3333,0.1610,0.3333,0.2171,0.7193
Bushtit,1,60,0.3500,0.4038,0.3500,0.3750,0.7167
White-faced Ibis,1,34,0.3529,0.4615,0.3529,0.4000,0.8529
Cassin's Finch,2,62,0.3548,0.5530,0.3279,0.4115,0.8548
Prairie Falcon,1,42,0.3571,0.3333,0.3571,0.3448,0.6905
Sharp-shinned Hawk,2,116,0.3621,0.4335,0.3621,0.3946,0.7155
Brewer's Blackbird,2,91,0.3626,0.4734,0.3608,0.4087,0.7143
Allen's Hummingbird,2,101,0.3663,0.5884,0.3276,0.3732,0.7723
Tricolored Heron,1,60,0.3667,0.4400,0.3667,0.4000,0.7333
Black-chinned Hummingbird,2,109,0.3670,0.3739,0.3847,0.3790,0.7064
Wrentit,1,37,0.3784,0.4516,0.3784,0.4118,0.7027
Hoary Redpoll,1,29,0.3793,0.7333,0.3793,0.5000,0.8621
Brown Pelican,1,34,0.3824,0.4815,0.3824,0.4262,0.7059
Western Screech-Owl,1,34,0.3824,0.3714,0.3824,0.3768,0.8824
Glaucous-winged Gull,2,60,0.3833,0.4035,0.3888,0.3945,0.8333
Great Blue Heron,1,60,0.3833,0.4423,0.3833,0.4107,0.6167
Broad-tailed Hummingbird,2,73,0.3836,0.5159,0.3828,0.4246,0.8082
Florida Scrub-Jay,1,26,0.3846,0.5000,0.3846,0.4348,0.8846
White-winged Scoter,2,57,0.3860,0.3972,0.3815,0.3778,0.7895
Red-tailed Hawk,3,150,0.3867,0.3648,0.3556,0.3592,0.7400
Peregrine Falcon,2,77,0.3896,0.5530,0.3787,0.4492,0.6494
Rufous Hummingbird,2,87,0.3908,0.4082,0.3892,0.3980,0.8966
Little Blue Heron,2,97,0.3918,0.3938,0.3736,0.3834,0.7835
Chimney Swift,1,33,0.3939,0.2889,0.3939,0.3333,0.8485
Brandt's Cormorant,1,33,0.3939,0.3333,0.3939,0.3611,0.7576
Sandhill Crane,1,25,0.4000,0.6250,0.4000,0.4878,0.6000
Least Flycatcher,1,60,0.4000,0.6000,0.4000,0.4800,0.8167
Golden Eagle,2,72,0.4028,0.4585,0.4024,0.4264,0.7083
Snow Goose,2,54,0.4074,0.5905,0.4025,0.4769,0.6667
Western Wood-Pewee,1,49,0.4082,0.3333,0.4082,0.3670,0.7143
Wood Stork,1,56,0.4107,0.6571,0.4107,0.5055,0.6786
Great Black-backed Gull,2,73,0.4110,0.4474,0.4139,0.4287,0.7671
Brown-capped Rosy-Finch,1,34,0.4118,0.5185,0.4118,0.4590,0.8529
Common Tern,1,60,0.4167,0.4808,0.4167,0.4464,0.8500
Cooper's Hawk,2,117,0.4188,0.3975,0.4197,0.4051,0.7692
Canada Goose,1,31,0.4194,0.6842,0.4194,0.5200,0.6129
Red-shouldered Hawk,2,76,0.4211,0.5492,0.4211,0.4724,0.7368
Cassin's Kingbird,1,35,0.4286,0.4412,0.4286,0.4348,0.9143
Louisiana Waterthrush,1,42,0.4286,0.6000,0.4286,0.5000,0.9286
Merlin,1,58,0.4310,0.4902,0.4310,0.4587,0.6724
Gray-crowned Rosy-Finch,1,37,0.4324,0.5000,0.4324,0.4638,0.8108
Northern Mockingbird,1,60,0.4333,0.5909,0.4333,0.5000,0.7167
Willet,1,60,0.4333,0.4262,0.4333,0.4298,0.8000
Pacific-slope Flycatcher,1,59,0.4407,0.5200,0.4407,0.4771,0.7966
Eurasian Collared-Dove,1,59,0.4407,0.4643,0.4407,0.4522,0.7966
Red Crossbill,2,59,0.4407,0.5500,0.4565,0.4864,0.6949
Red-naped Sapsucker,1,54,0.4444,0.4706,0.4444,0.4571,0.8519
Brown-headed Nuthatch,1,38,0.4474,0.5484,0.4474,0.4928,0.7895
Abert's Towhee,1,29,0.4483,0.3939,0.4483,0.4194,0.7241
Cattle Egret,1,49,0.4490,0.4400,0.4490,0.4444,0.7959
Eastern Wood-Pewee,1,49,0.4490,0.3793,0.4490,0.4112,0.8367
Black-tailed Gnatcatcher,1,22,0.4545,0.2500,0.4545,0.3226,0.7273
California Towhee,1,44,0.4545,0.5714,0.4545,0.5063,0.7273
Ruby-throated Hummingbird,2,114,0.4561,0.5028,0.4574,0.4737,0.8070
Brewer's Sparrow,1,35,0.4571,0.5000,0.4571,0.4776,0.7714
Greater Yellowlegs,1,59,0.4576,0.4576,0.4576,0.4576,0.9492
Oak Titmouse,1,37,0.4595,0.4595,0.4595,0.4595,0.7568
American Black Duck,1,37,0.4595,0.6800,0.4595,0.5484,0.6757
Mexican Jay,1,26,0.4615,0.4615,0.4615,0.4615,0.8077
Common Nighthawk,1,39,0.4615,0.3529,0.4615,0.4000,0.6923
Hutton's Vireo,1,39,0.4615,0.4000,0.4615,0.4286,0.9231
Pelagic Cormorant,1,26,0.4615,0.2927,0.4615,0.3582,0.8077
Black Rosy-Finch,1,26,0.4615,0.5714,0.4615,0.5106,0.6538
Cliff Swallow,1,30,0.4667,0.5000,0.4667,0.4828,0.5667
Northern Shrike,1,60,0.4667,0.4242,0.4667,0.4444,0.7333
Lazuli Bunting,2,68,0.4706,0.5483,0.3715,0.4304,0.8088
Western Sandpiper,1,51,0.4706,0.7273,0.4706,0.5714,0.9216
Long-billed Curlew,1,53,0.4717,0.5682,0.4717,0.5155,0.8491
Band-tailed Pigeon,1,40,0.4750,0.7308,0.4750,0.5758,0.7750
Mew Gull,1,23,0.4783,0.3667,0.4783,0.4151,0.7826
Purple Martin,2,71,0.4789,0.6092,0.4786,0.5357,0.7183
Northern Pygmy-Owl,1,50,0.4800,0.6316,0.4800,0.5455,0.7000
Barn Owl,1,52,0.4808,0.5435,0.4808,0.5102,0.5769
Costa's Hummingbird,2,58,0.4828,0.4004,0.4093,0.4048,0.7586
Hairy Woodpecker,1,60,0.4833,0.5179,0.4833,0.5000,0.9333
Warbling Vireo,1,60,0.4833,0.6591,0.4833,0.5577,0.9167
