species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Bell's Vireo,1,29,0.1034,0.5000,0.1034,0.1714,0.4483
Chihuahuan Raven,1,27,0.1111,0.2000,0.1111,0.1429,0.6296
Bank Swallow,1,27,0.1481,0.3077,0.1481,0.2000,0.4815
Pacific Wren,1,21,0.1905,0.5000,0.1905,0.2759,0.7143
Fish Crow,1,30,0.2000,0.1875,0.2000,0.1935,0.6667
Cassin's Vireo,1,36,0.2500,0.2812,0.2500,0.2647,0.8056
Northwestern Crow,1,19,0.2632,0.2273,0.2632,0.2439,0.8421
Black Tern,1,35,0.2857,0.4545,0.2857,0.3509,0.6000
American Crow,1,57,0.2982,0.3333,0.2982,0.3148,0.8070
Greater Scaup,2,73,0.3151,0.4917,0.2775,0.3230,0.7397
Cave Swallow,1,34,0.3235,0.4583,0.3235,0.3793,0.7647
California Gull,2,66,0.3333,0.3771,0.3385,0.3463,0.7879
Great Cormorant,2,64,0.3594,0.4881,0.3708,0.4192,0.8438
Mourning Warbler,1,52,0.3654,0.7037,0.3654,0.4810,0.6154
Western Screech-Owl,1,34,0.3824,0.4194,0.3824,0.4000,0.8824
Allen's Hummingbird,2,101,0.3861,0.5767,0.3559,0.4247,0.8416
Neotropic Cormorant,1,38,0.3947,0.5357,0.3947,0.4545,0.7105
Swainson's Hawk,3,93,0.4194,0.4104,0.3910,0.3959,0.7634
Mississippi Kite,1,50,0.4200,0.7500,0.4200,0.5385,0.6400
Vaux's Swift,1,28,0.4286,0.4000,0.4286,0.4138,0.8214
Tundra Swan,1,28,0.4286,0.5217,0.4286,0.4706,0.8214
Boat-tailed Grackle,1,60,0.4333,0.4333,0.4333,0.4333,0.9333
Broad-winged Hawk,2,55,0.4364,0.6485,0.4357,0.5211,0.7818
Juniper Titmouse,1,25,0.4400,0.4400,0.4400,0.4400,0.8800
Black-crested Titmouse,1,33,0.4545,0.7143,0.4545,0.5556,1.0000
Oak Titmouse,1,37,0.4595,0.4722,0.4595,0.4658,0.9459
White-tailed Kite,1,13,0.4615,0.6000,0.4615,0.5217,0.9231
Red-naped Sapsucker,1,54,0.4630,0.6098,0.4630,0.5263,0.9815
Western Wood-Pewee,1,49,0.4694,0.4340,0.4694,0.4510,0.8367
Hoary Redpoll,1,29,0.4828,0.5833,0.4828,0.5283,0.8276
Barrow's Goldeneye,2,60,0.4833,0.7569,0.4429,0.5386,0.9000
Cordilleran Flycatcher,1,31,0.4839,0.3571,0.4839,0.4110,0.8065
Common Raven,1,57,0.4912,0.3733,0.4912,0.4242,0.8596
Calliope Hummingbird,2,89,0.4944,0.6322,0.5064,0.5574,0.9101
Black-chinned Hummingbird,2,109,0.4954,0.5321,0.5186,0.5188,0.8440
Cliff Swallow,1,30,0.5000,0.3571,0.5000,0.4167,0.7000
Brown-capped Rosy-Finch,1,34,0.5000,0.6800,0.5000,0.5763,0.8824
Black Guillemot,2,32,0.5000,0.5994,0.5167,0.5543,0.8750
Pacific-slope Flycatcher,1,59,0.5085,0.6977,0.5085,0.5882,0.8983
Western Gull,2,59,0.5085,0.5074,0.4709,0.4833,0.8475
Violet-green Swallow,1,37,0.5135,0.7037,0.5135,0.5938,0.8378
Hairy Woodpecker,1,60,0.5167,0.7209,0.5167,0.6019,0.9667
Common Tern,1,60,0.5167,0.5741,0.5167,0.5439,0.9833
Black-capped Chickadee,1,60,0.5167,0.6078,0.5167,0.5586,0.9333
Glaucous-winged Gull,2,60,0.5167,0.5300,0.4844,0.5059,0.9500
Sharp-shinned Hawk,2,116,0.5172,0.5697,0.5172,0.5407,0.9569
Mew Gull,1,23,0.5217,0.4138,0.5217,0.4615,0.7391
Plumbeous Vireo,1,41,0.5366,0.6471,0.5366,0.5867,0.8780
Mexican Jay,1,26,0.5385,0.8235,0.5385,0.6512,1.0000
Trumpeter Swan,1,37,0.5405,0.5405,0.5405,0.5405,1.0000
Rusty Blackbird,1,48,0.5417,0.8387,0.5417,0.6582,0.8333
Peregrine Falcon,2,77,0.5455,0.6875,0.5249,0.5921,0.8442
Brandt's Cormorant,1,33,0.5455,0.5806,0.5455,0.5625,0.9091
Boreal Chickadee,1,42,0.5476,0.8214,0.5476,0.6571,0.8571
Broad-tailed Hummingbird,2,73,0.5479,0.5784,0.5251,0.5436,0.8904
Canada Goose,1,31,0.5484,0.7727,0.5484,0.6415,0.8387
Rough-legged Hawk,2,64,0.5625,0.5128,0.5333,0.5223,0.8438
Red-tailed Hawk,3,150,0.5667,0.5226,0.5389,0.5230,0.8600
Least Flycatcher,1,60,0.5667,0.5574,0.5667,0.5620,0.8500
Louisiana Waterthrush,1,42,0.5714,0.7059,0.5714,0.6316,1.0000
Snow Goose,2,54,0.5741,0.7130,0.5701,0.6334,0.8148
Red-shouldered Hawk,2,76,0.5789,0.6326,0.5789,0.5999,0.8816
Northern Harrier,2,120,0.5833,0.7658,0.5833,0.6048,0.8000
MacGillivray's Warbler,1,46,0.5870,0.6136,0.5870,0.6000,0.9783
Lark Bunting,2,51,0.5882,0.8129,0.6398,0.7069,0.8824
Hutton's Vireo,1,39,0.5897,0.5750,0.5897,0.5823,0.9231
Brewer's Blackbird,2,91,0.5934,0.6734,0.6137,0.6420,0.8352
Golden Eagle,2,72,0.5972,0.6095,0.5929,0.5990,0.8889
Brewer's Sparrow,1,35,0.6000,0.5833,0.6000,0.5915,0.9143
Eastern Screech-Owl,1,50,0.6000,0.5455,0.6000,0.5714,1.0000
Cape May Warbler,1,60,0.6000,0.8372,0.6000,0.6990,0.8667
Semipalmated Sandpiper,1,60,0.6000,0.6545,0.6000,0.6261,1.0000
Rufous Hummingbird,2,87,0.6092,0.5174,0.6108,0.5595,0.9540
Eastern Wood-Pewee,1,49,0.6122,0.5085,0.6122,0.5556,0.9796
Pacific Loon,2,47,0.6170,0.5586,0.6602,0.6040,0.9362
Carolina Chickadee,1,58,0.6207,0.5455,0.6207,0.5806,0.9138
Eastern Meadowlark,1,40,0.6250,0.8065,0.6250,0.7042,0.9500
Greater Yellowlegs,1,59,0.6271,0.5692,0.6271,0.5968,0.9831
Clay-colored Sparrow,1,60,0.6333,0.5846,0.6333,0.6080,0.8833
Chimney Swift,1,33,0.6364,0.5385,0.6364,0.5833,0.9394
Hooded Oriole,2,78,0.6410,0.6477,0.6239,0.6279,0.9615
Cackling Goose,1,14,0.6429,0.4737,0.6429,0.5455,1.0000
Red Crossbill,2,59,0.6441,0.7617,0.6541,0.7029,0.7966
Orchard Oriole,3,93,0.6452,0.6781,0.5942,0.6270,0.9032
Western Sandpiper,1,51,0.6471,0.6346,0.6471,0.6408,0.9804
Cooper's Hawk,2,117,0.6496,0.5080,0.6504,0.5693,0.9487
Great-tailed Grackle,1,60,0.6500,0.5000,0.6500,0.5652,0.9667
Band-tailed Pigeon,1,40,0.6500,0.8966,0.6500,0.7536,0.9000
Ruby-throated Hummingbird,2,114,0.6579,0.5711,0.6583,0.6080,0.9825
California Towhee,1,44,0.6591,0.7632,0.6591,0.7073,0.9545
Herring Gull,2,101,0.6634,0.5183,0.6473,0.5668,0.9802
Ring-billed Gull,2,96,0.6667,0.6000,0.6500,0.6240,0.9062
Tennessee Warbler,1,60,0.6667,0.5195,0.6667,0.5839,0.8833
Eastern Phoebe,1,60,0.6667,0.7843,0.6667,0.7207,0.8667
Lesser Yellowlegs,1,60,0.6667,0.5882,0.6667,0.6250,1.0000
Lesser Scaup,2,79,0.6709,0.5154,0.6812,0.5792,0.9367
Northern Gannet,2,80,0.6750,0.7688,0.6000,0.6738,0.8875
Purple Martin,2,71,0.6761,0.6882,0.6770,0.6797,0.9296
Bay-breasted Warbler,2,62,0.6774,0.8205,0.6635,0.7154,0.9032
Black-tailed Gnatcatcher,1,22,0.6818,0.4688,0.6818,0.5556,0.8636
Vesper Sparrow,1,60,0.6833,0.6949,0.6833,0.6891,0.9333
Pygmy Nuthatch,1,38,0.6842,0.7879,0.6842,0.7324,0.9474
Great Black-backed Gull,2,73,0.6849,0.8343,0.6955,0.7540,0.9315
Cassin's Kingbird,1,35,0.6857,0.5714,0.6857,0.6234,0.9714
Black-billed Cuckoo,1,32,0.6875,0.7857,0.6875,0.7333,0.9375
Merlin,1,58,0.6897,0.7143,0.6897,0.7018,0.8793
Mottled Duck,1,29,0.6897,0.6897,0.6897,0.6897,0.9655
Costa's Hummingbird,2,58,0.6897,0.5510,0.6229,0.5810,0.9138
Black-legged Kittiwake,2,42,0.6905,0.6443,0.6945,0.6676,0.8571
Caspian Tern,1,49,0.6939,0.6800,0.6939,0.6869,0.9592
Lesser Goldfinch,2,95,0.6947,0.7779,0.6514,0.6999,0.8842
Common Redpoll,1,40,0.7000,0.7000,0.7000,0.7000,0.9750
Bullock's Oriole,2,87,0.7011,0.7966,0.6716,0.7216,0.9425
White-winged Scoter,2,57,0.7018,0.6969,0.7000,0.6933,0.9123
Wrentit,1,37,0.7027,0.8387,0.7027,0.7647,0.8919
Common Loon,2,120,0.7083,0.7789,0.7083,0.7287,0.9167
Yellow-rumped Warbler,4,214,0.7103,0.6635,0.6985,0.6784,1.0000
Northern Rough-winged Swallow,1,42,0.7143,0.6667,0.7143,0.6897,0.8571
Bushtit,1,60,0.7167,0.6719,0.7167,0.6935,0.9333
Lazuli Bunting,2,68,0.7206,0.7464,0.6393,0.6863,0.9265
Crested Caracara,1,54,0.7222,0.9750,0.7222,0.8298,0.9074
Abert's Towhee,1,29,0.7241,0.9545,0.7241,0.8235,0.9655
Orange-crowned Warbler,1,58,0.7241,0.6667,0.7241,0.6942,0.8966
Golden-fronted Woodpecker,1,33,0.7273,0.6857,0.7273,0.7059,0.9394
Yellow-bellied Sapsucker,1,59,0.7288,0.5811,0.7288,0.6466,0.9492
Pigeon Guillemot,2,59,0.7288,0.6069,0.6870,0.6444,0.9322
Pine Warbler,1,48,0.7292,0.6140,0.7292,0.6667,0.9375
Gray-crowned Rosy-Finch,1,37,0.7297,0.6923,0.7297,0.7105,1.0000
Townsend's Solitaire,1,37,0.7297,0.8182,0.7297,0.7714,0.9459
American Black Duck,1,37,0.7297,0.8438,0.7297,0.7826,0.8649
White-winged Crossbill,2,52,0.7308,0.8783,0.7438,0.8000,0.9615
Nashville Warbler,1,60,0.7333,0.7097,0.7333,0.7213,0.9333
Gadwall,2,75,0.7333,0.6288,0.5780,0.5822,0.9333
White-faced Ibis,1,34,0.7353,0.7812,0.7353,0.7576,0.9706
Anna's Hummingbird,2,106,0.7358,0.6805,0.7347,0.7062,0.9623
Royal Tern,1,38,0.7368,0.7778,0.7368,0.7568,0.9474
Clark's Grebe,1,38,0.7368,0.8485,0.7368,0.7887,0.9474
Prairie Falcon,1,42,0.7381,0.7750,0.7381,0.7561,0.8095
Ross's Goose,1,23,0.7391,0.5862,0.7391,0.6538,0.9565
Wood Thrush,1,46,0.7391,0.9189,0.7391,0.8193,0.8913
Ladder-backed Woodpecker,1,50,0.7400,0.7400,0.7400,0.7400,1.0000
Ruddy Duck,3,106,0.7453,0.8183,0.7348,0.7711,0.9623
Red-throated Loon,2,59,0.7458,0.7682,0.7473,0.7522,0.8983
Northern Flicker,2,118,0.7458,0.7672,0.7458,0.7539,0.9915
Spotted Towhee,1,60,0.7500,0.7627,0.7500,0.7563,0.9333
Summer Tanager,3,100,0.7500,0.7966,0.7438,0.7683,0.9500
Yellow Warbler,1,60,0.7500,0.9000,0.7500,0.8182,0.8833
Willet,1,60,0.7500,0.9184,0.7500,0.8257,0.9833
Redhead,2,44,0.7500,0.7421,0.7527,0.7457,0.9318
Verdin,1,32,0.7500,0.9231,0.7500,0.8276,0.8125
Tree Swallow,1,56,0.7500,0.7241,0.7500,0.7368,0.9107
Phainopepla,2,53,0.7547,0.7992,0.7333,0.7647,0.9057
Western Tanager,2,86,0.7558,0.7289,0.7047,0.7162,0.9535
Blackpoll Warbler,2,103,0.7573,0.8267,0.7620,0.7926,0.9320
Rock Pigeon,1,58,0.7586,0.8800,0.7586,0.8148,0.8966
Yellow-throated Vireo,1,38,0.7632,0.8286,0.7632,0.7945,0.9737
Warbling Vireo,1,60,0.7667,0.8519,0.7667,0.8070,0.9667
Blue-gray Gnatcatcher,1,60,0.7667,0.8070,0.7667,0.7863,0.9667
Cactus Wren,1,43,0.7674,0.8919,0.7674,0.8250,1.0000
Florida Scrub-Jay,1,26,0.7692,0.7143,0.7692,0.7407,0.9615
White-winged Dove,1,57,0.7719,0.7857,0.7719,0.7788,0.9123
Northern Pintail,2,66,0.7727,0.7792,0.7589,0.7688,0.9242
Little Blue Heron,2,97,0.7732,0.7882,0.7545,0.7710,0.9588
Chipping Sparrow,2,106,0.7736,0.7513,0.7620,0.7555,0.9340
Cattle Egret,1,49,0.7755,0.8261,0.7755,0.8000,0.9592
Blue-winged Teal,2,59,0.7797,0.7717,0.6702,0.7088,0.9661
Bronzed Cowbird,1,32,0.7812,0.7812,0.7812,0.7812,0.8750
Forster's Tern,1,60,0.7833,0.6438,0.7833,0.7068,0.9833
Hermit Thrush,1,60,0.7833,0.8545,0.7833,0.8174,0.9500
Gray Catbird,1,60,0.7833,0.8393,0.7833,0.8103,0.9333
Dark-eyed Junco,5,192,0.7865,0.7449,0.6903,0.7054,0.9792
White-throated Sparrow,2,104,0.7885,0.7694,0.7766,0.7730,0.9712
Broad-billed Hummingbird,2,71,0.7887,0.7635,0.6967,0.7232,0.9577
Cassin's Finch,2,62,0.7903,0.7571,0.7675,0.7597,0.9516
Canvasback,2,72,0.7917,0.8567,0.7751,0.8079,0.9444
House Sparrow,2,116,0.7931,0.8519,0.7924,0.8210,0.9310
Mountain Bluebird,1,49,0.7959,0.8667,0.7959,0.8298,0.9592
Gray Jay,1,54,0.7963,0.8269,0.7963,0.8113,0.9074
House Wren,1,54,0.7963,0.6825,0.7963,0.7350,0.9259
Common Goldeneye,2,84,0.7976,0.6382,0.7852,0.7039,0.9405
Fox Sparrow,3,119,0.7983,0.7958,0.6985,0.7259,0.9664
European Starling,3,154,0.7987,0.8561,0.7867,0.8163,0.9805
Cinnamon Teal,2,75,0.8000,0.7992,0.6568,0.6982,0.9600
Marsh Wren,1,60,0.8000,0.8000,0.8000,0.8000,0.9500
Red-necked Grebe,2,60,0.8000,0.8506,0.7998,0.8228,0.9167
Northern Parula,1,60,0.8000,0.8000,0.8000,0.8000,0.9333
Great Blue Heron,1,60,0.8000,0.8727,0.8000,0.8348,0.9500
Green-winged Teal,2,71,0.8028,0.7655,0.7846,0.7743,0.9437
Harris's Sparrow,2,61,0.8033,0.8681,0.7968,0.8251,0.9180
Blackburnian Warbler,1,51,0.8039,0.7885,0.8039,0.7961,0.9216
Canyon Towhee,1,46,0.8043,0.6167,0.8043,0.6981,0.9783
Black Scoter,2,41,0.8049,0.7621,0.8146,0.7862,0.8780
Rufous-crowned Sparrow,1,41,0.8049,0.8462,0.8049,0.8250,0.8537
Bald Eagle,2,103,0.8058,0.6837,0.7773,0.7274,0.9515
Laughing Gull,2,104,0.8077,0.7930,0.7989,0.7958,0.9904
Osprey,1,52,0.8077,0.8235,0.8077,0.8155,0.9808
Black Rosy-Finch,1,26,0.8077,0.7500,0.8077,0.7778,0.8846
Pelagic Cormorant,1,26,0.8077,0.6562,0.8077,0.7241,0.9615
Blue Grosbeak,2,100,0.8100,0.7984,0.7902,0.7942,0.9600
Northern Shoveler,2,100,0.8100,0.7092,0.7792,0.7423,0.9700
Yellow-billed Magpie,1,27,0.8148,0.8800,0.8148,0.8462,1.0000
Long-tailed Duck,3,65,0.8154,0.7340,0.7964,0.7587,0.9385
Brown-headed Nuthatch,1,38,0.8158,0.8611,0.8158,0.8378,0.9211
Ruby-crowned Kinglet,1,60,0.8167,0.8167,0.8167,0.8167,0.9333
Anhinga,1,60,0.8167,0.7656,0.8167,0.7903,1.0000
Northern Shrike,1,60,0.8167,0.6901,0.8167,0.7481,0.9167
Song Sparrow,1,60,0.8167,0.7538,0.8167,0.7840,0.9833
Eastern Kingbird,1,60,0.8167,0.7424,0.8167,0.7778,0.9000
Prairie Warbler,1,60,0.8167,0.8167,0.8167,0.8167,0.9667
American Kestrel,2,115,0.8174,0.8359,0.8136,0.8246,0.9391
Yellow-crowned Night-Heron,2,99,0.8182,0.8967,0.8276,0.8593,0.9596
Palm Warbler,1,44,0.8182,0.8000,0.8182,0.8090,0.9318
Surf Scoter,2,61,0.8197,0.7786,0.7782,0.7739,0.9180
Northern Pygmy-Owl,1,50,0.8200,0.8542,0.8200,0.8367,0.8800
Double-crested Cormorant,2,106,0.8208,0.6001,0.8212,0.6934,1.0000
Nuttall's Woodpecker,1,45,0.8222,0.7708,0.8222,0.7957,1.0000
White-throated Swift,1,40,0.8250,0.8684,0.8250,0.8462,0.9750
Barn Owl,1,52,0.8269,0.8431,0.8269,0.8350,0.9038
Blue-headed Vireo,1,52,0.8269,0.6324,0.8269,0.7167,0.9615
Western Kingbird,1,52,0.8269,0.7818,0.8269,0.8037,0.9808
Say's Phoebe,1,58,0.8276,0.8276,0.8276,0.8276,0.9138
Bewick's Wren,1,58,0.8276,0.8421,0.8276,0.8348,0.9828
Indigo Bunting,2,99,0.8283,0.7505,0.8045,0.7764,0.9394
Ash-throated Flycatcher,1,41,0.8293,0.8947,0.8293,0.8608,0.9512
Eurasian Collared-Dove,1,59,0.8305,0.6901,0.8305,0.7538,0.9492
Western Bluebird,1,59,0.8305,0.8909,0.8305,0.8596,0.9661
Harlequin Duck,2,65,0.8308,1.0000,0.7500,0.8333,0.9385
Baltimore Oriole,2,107,0.8318,0.7683,0.8242,0.7911,0.9626
Red-bellied Woodpecker,1,60,0.8333,0.8475,0.8333,0.8403,0.9833
Northern Mockingbird,1,60,0.8333,0.8772,0.8333,0.8547,0.9000
