species,n_classes,support,accuracy,macro_precision,macro_recall,macro_f1,top5_recall
Savannah Sparrow,1,60,0.8667,0.8387,0.8667,0.8525,0.9833
White-crowned Sparrow,2,120,0.8667,0.8801,0.8667,0.8731,0.9667
Blue-winged Warbler,1,38,0.8684,0.9167,0.8684,0.8919,0.9737
Northern Cardinal,2,120,0.8750,0.7205,0.8750,0.7843,0.9750
White-eyed Vireo,1,57,0.8772,0.8475,0.8772,0.8621,0.9825
Black-bellied Plover,2,77,0.8961,0.7403,0.8952,0.8097,0.9610
California Quail,2,78,0.8974,0.8292,0.8458,0.8373,0.9744
Killdeer,1,60,0.9000,0.7606,0.9000,0.8244,0.9333
Semipalmated Plover,1,54,0.9074,0.8167,0.9074,0.8596,0.9630
American Avocet,1,54,0.9074,0.8909,0.9074,0.8991,0.9444
American Tree Sparrow,1,59,0.9153,0.8710,0.9153,0.8926,0.9831
Canada Warbler,1,60,0.9167,0.8209,0.9167,0.8661,0.9333
Pyrrhuloxia,1,48,0.9167,0.8000,0.9167,0.8544,0.9583
Black Phoebe,1,60,0.9167,0.7639,0.9167,0.8333,0.9667
Gila Woodpecker,1,50,0.9200,0.8519,0.9200,0.8846,0.9600
Great Horned Owl,1,46,0.9348,0.5443,0.9348,0.6880,1.0000
